time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power,scenario,behavior,service,users,repetition,orders_disk,catalogue_disk,queue-master_disk,time_intervals,carts_energy,carts-db_energy,catalogue_energy,catalogue-db_energy,front-end_energy,orders_energy,orders-db_energy,payment_energy,queue-master_energy,rabbitmq_energy,shipping_energy,user_energy,user-db_energy,carts_energy_Anomaly,carts_energy_Anomaly_Score,carts-db_energy_Anomaly,carts-db_energy_Anomaly_Score,catalogue_energy_Anomaly,catalogue_energy_Anomaly_Score,catalogue-db_energy_Anomaly,catalogue-db_energy_Anomaly_Score,front-end_energy_Anomaly,front-end_energy_Anomaly_Score,orders_energy_Anomaly,orders_energy_Anomaly_Score,orders-db_energy_Anomaly,orders-db_energy_Anomaly_Score,payment_energy_Anomaly,payment_energy_Anomaly_Score,queue-master_energy_Anomaly,queue-master_energy_Anomaly_Score,rabbitmq_energy_Anomaly,rabbitmq_energy_Anomaly_Score,shipping_energy_Anomaly,shipping_energy_Anomaly_Score,user_energy_Anomaly,user_energy_Anomaly_Score,user-db_energy_Anomaly,user-db_energy_Anomaly_Score
2024-07-08 14:47:11.024000000,25.83469154174042,1.7923088240587401,1.73622714060311,1.04817964429398,11.300938440266039,0.81988062341414,0.5029979623853,0.20626965884475998,0.8426906122672699,9.460761276131601,0.42437898570468,3.8846642026166798,1.638357475867,38676520.31932955,12776816.06795767,382852.17582659406,64271.19145865329,6240443.632201731,14554898.894301116,15451138.03608238,161695.8844765343,105790195.68434708,10857341.137974912,6926587.252284163,625986.9872701556,3116518.555595281,15212150.128237544,38996.184579943845,21332.159688984248,46460.18910867272,1637462.4060844362,2731.020687866946,672.4675751108192,0.0,26313980.44983647,1831249.3001272487,372.0051586652862,25201.697312588403,51108.473364318925,0,73.71679504715283,0,0,28610.988344317077,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1063007199622406,0.004511736547951,0.0093358683420757,0.0065486223490133,0.0314290076035126,0.0014251287487854,0.0007976471948546,0.0004413160097134,0.0012822281187956,0.0141816193714183,0.0003463671885347,0.0086314629913653,0.003017168230058,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.531503599811203,0.022558682739755,0.0466793417103785,0.0327431117450665,0.15714503801756302,0.007125643743926999,0.003988235974273,0.002206580048567,0.006411140593978,0.0709080968570915,0.0017318359426735,0.0431573149568265,0.015085841150290002,0,-0.0944889984526881,1,0.05962467159594842,1,0.04821893147094991,1,0.05677183307422207,1,0.038943172825617434,0,-0.1463638474065973,0,-0.007328315022799292,0,-0.06268602866275474,0,-0.1955255908890286,0,-0.1367888085487805,1,0.07631955224853837,1,0.07724179330689229,1,0.1033740985273004
2024-07-08 14:47:16.024000000,33.0947338960502,2.64153874065974,4.31362260124894,2.79414768602375,33.09685421153479,0.80586789242492,0.5076938568993,0.18237426434548,0.8061529346217801,9.20292608437528,0.43596155880107995,5.400939924456409,2.02643955552361,45896511.01163188,10367500.783670492,220258.3975489741,4126749.477882933,40061030.531171545,7047249.69968624,12943221.837247249,162688.9828816236,105764686.33432586,10749448.520284249,6767111.568561339,644204.9995454958,3131772.1205152627,22439596.8574151,43595.11572808456,24261.88840404791,52405.12521402096,18449737.37673511,3157.830569251457,750.8845258391539,0.0,26308287.086933494,1816653.5576144643,508.8108463026388,26658.8128351968,51511.83054562442,0,74.64917076726807,0,0,16767652.099344872,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1199878461966677,0.0069269742347934,0.0165332895359454,0.012096046838652,0.0370202714367967,0.0015141972042386,0.0009501136927594,0.000400537677327,0.0014336686778035,0.0146267526462227,0.0003915691668049,0.0133726939801126,0.0046272576483123,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.5999392309833386,0.034634871173967,0.082666447679727,0.06048023419326,0.18510135718398352,0.0075709860211930005,0.004750568463797,0.002002688386635,0.0071683433890175,0.07313376323111351,0.0019578458340245002,0.066863469900563,0.023136288241561498,0,-0.052442183337064296,0,-0.03651903980620064,1,0.0017027491560819286,1,0.015511938813288828,1,0.038281784475723946,0,-0.14322747891067855,0,-0.05307498522054299,0,-0.053144659207897904,0,-0.1637395586568829,0,-0.13351546157501193,1,0.07631955224853837,0,-0.1256123903193419,1,0.024748522685174024
2024-07-08 14:47:21.024000000,33.67301663297354,2.710677795864,8.07087941413355,6.0965816756319295,60.95247620730911,0.78083236162627,0.49164052322575,0.19853687784892998,0.8463347561991901,8.99190595739229,0.40951958602229,5.300081171503581,2.05197873692477,45756804.73629111,10580563.057230588,39526.624745249,4611822.280205841,59909277.890003815,7076806.51085743,13035827.78229082,165391.1085684758,80412416.52623199,13121548.51934551,6991300.674684658,429349.03852976655,3180464.8173931665,22188946.24742789,45155.858088860936,24828.99893744883,678733.05791114,18472974.141847324,2802.549605675393,680.5996602909681,0.0,26670915.239171103,3691332.772063399,525.6673511293634,26085.006740935216,51618.57841562243,0,75.76486256520292,0,0,18713325.87021376,0.0,0.0,0,0.0,0.0,0,0,73.11413373317625,0.0,0,0.0,0.0,0,0.0,0.1257892347567597,0.0073243823119294,0.0166787261137451,0.0238818650710528,0.1861695152625669,0.0014958498784893,0.0009682398812997,0.000459770429799,0.0015929660471998,0.0159314591722044,0.0004116490461889,0.0141153676318317,0.005115135039157,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.6289461737837986,0.036621911559647,0.08339363056872551,0.11940932535526401,0.9308475763128344,0.0074792493924465,0.0048411994064985,0.002298852148995,0.007964830235999,0.07965729586102199,0.0020582452309445003,0.0705768381591585,0.025575675195785002,0,-0.052906093573890756,0,-0.059229619466043326,1,0.0008507985497403503,0,-0.01373821479340831,0,-0.12029556701904309,0,-0.12980341215330354,0,-0.056053626395038525,0,-0.08628504745623577,0,-0.09567586436846154,0,-0.17222387781258963,1,0.07631955224853837,0,-0.13644345748138353,0,-0.009915302313014296
2024-07-08 14:47:26.024000000,37.26323514390593,2.79443891632616,11.69065830194515,8.24358833094816,87.19582628711987,0.77973304230179,0.49156487098482,0.19482130441919,0.81897085251599,8.61681209048362,0.37816753230092,5.88215017223761,2.19616756884744,37376299.62228015,12727652.371646827,44424.51046961884,4657641.645871661,68527866.57607049,7090250.996662757,12889299.172768945,326834.33949187474,103710179.96166456,10839175.416318975,6988459.8552185455,451169.5442439143,2626098.207780854,21821799.36514692,45187.70651980813,27210.952267346904,682654.2321633486,18804620.287830614,3103.310183097321,598.3820602253429,0.0,25799450.97898716,3658655.4438921744,375.332172638138,27616.39753403736,52595.07504006994,0,72.7660330431693,0,0,26533074.891765155,0.0,74.79775752816786,0,0.0,0.0,0,0,74.60294331924814,0.0,0,0.0,0.0,0,0.0,0.1404805908408921,0.0080363837522366,0.019472365753653,0.025520742473586,0.2314950202000635,0.0015664868892503,0.001125173462143,0.0005493153400973,0.0016825074446228,0.0144437585762794,0.0004678012512354,0.0156861956178427,0.0056469265547396,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.7024029542044605,0.040181918761183,0.09736182876826499,0.12760371236793,1.1574751010003175,0.0078324344462515,0.005625867310715,0.0027465767004865,0.008412537223113999,0.072218792881397,0.002339006256177,0.07843097808921351,0.028234632773697997,0,-0.04276127598517443,0,-0.11585773474664773,1,0.011924567403631015,0,-0.006417662482309683,1,0.03265752602422167,0,-0.135345583858966,0,-0.14618745730071508,0,-0.12828919219297052,0,-0.0735005171064701,0,-0.13138767198774448,1,0.07631955224853837,0,-0.13449150717703928,0,-0.0427438700365832
2024-07-08 14:47:31.024000000,38.7266045993093,3.07067775418687,15.07133067508794,10.79656481087143,116.85119550322017,0.7698623841059601,0.49507019667443997,0.16805320324139,0.7961073160542601,8.40844621486274,0.37507276845979004,6.2361676549288205,2.38051191775447,44627285.57513504,13111023.483115217,252587.3832266191,9121851.77197901,88457534.1832392,7131417.29111857,10217507.535870016,325742.0691158836,131436612.96474564,10925211.974997258,7051524.8996800855,432338.5065467908,2569240.031385976,28986608.199769765,46631.49995424178,27659.21416325531,674054.2017108763,37425771.03839404,3121.328132087453,592.8820857985489,74.42130891384136,26158246.181230363,3690771.94136784,378.7192336853005,26815.655214242397,51641.914544546686,0,74.97025716116042,0,0,28905363.59878519,0.0,74.11026072481862,0,0.0,0.0,0,0,73.04372637135316,0.0,0,0.0,0.0,0,0.0,0.1500546450948601,0.0083812964657819,0.0364115565860545,0.0374885885262141,0.3356747834703044,0.0015709442631718,0.0010411464370988,0.0005180846091463,0.0016106921693859,0.015593525193378,0.0005297160872173,0.0163008563503438,0.0058972659181256,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.7502732254743005,0.041906482328909506,0.1820577829302725,0.18744294263107053,1.678373917351522,0.007854721315859,0.005205732185494,0.0025904230457315,0.0080534608469295,0.07796762596689,0.0026485804360864996,0.081504281751719,0.029486329590628003,0,-0.01279924352312345,0,-0.12731560271915088,0,-0.005340052822527364,0,-0.027417252878600196,1,0.08918970998806097,0,-0.13774293520570358,0,-0.0929440757351464,0,-0.08858304708020948,0,-0.09505495329740066,0,-0.16959686877349073,1,0.05981605761142217,0,-0.1666575291598345,0,-0.087967683961237
2024-07-08 14:47:36.024000000,44.35659979419747,3.38253926134731,18.34010810616932,13.229623590274588,143.56088363366806,0.77538902637283,0.50351840892597,0.18584818284754,0.5572198446472001,8.2124913641484,0.38405166512404,6.9054418316426,2.68912708936357,45570881.38124466,12917520.25280092,265516.57323246065,13932134.565564886,93368106.82858208,3255.491329479769,10245127.431059508,491092.1177587844,107578742.08834296,10861641.193357317,6922932.070198363,441736.4578212341,2018810.3909427328,37192235.0155718,45743.17724791727,28907.345924272937,689201.4625094163,45845257.47181697,3255.491329479769,594.4847605224965,74.80458762510044,761.1543679036664,5499437.04349722,446.0173136603692,27743.7045938712,53051.55167991793,0,73.54208560758404,0,0,43638568.03143466,0.0,74.31059506531206,0,0.0,0.0,0,0,75.03755541713993,0.0,0,0.0,0.0,0,0.0,0.1626577189220913,0.0085724551339948,0.0365878619444767,0.0376823343473238,0.3946547611553603,0.0015470527961328,0.0011121220235044,0.0005698385284714,0.0013139159494848,0.018315679780933,0.0007900185380328,0.0164251454613918,0.0073755646645548,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.8132885946104564,0.042862275669974,0.18293930972238348,0.188411671736619,1.9732738057768016,0.0077352639806640006,0.005560610117522,0.002849192642357,0.006569579747424,0.091578398904665,0.003950092690164,0.082125727306959,0.036877823322774,1,0.0067470402557368025,0,-0.12383507053934628,0,-0.00612003435102737,0,-0.02536344240490951,1,0.08918970998806097,0,-0.14224095866244457,0,-0.11334287052942782,0,-0.15659573238293478,0,-0.17721562228366827,0,-0.1339712351159476,0,-0.09237388723747486,0,-0.18030811502303723,0,-0.16716248934625855
2024-07-08 14:47:41.024000000,45.745618906362964,3.78931950661475,21.97426402040434,15.47939304747078,174.13227335781357,0.7669801575614701,0.50617705103418,0.18597363584777002,0.53356493760309,7.75211213242777,0.41350688257650997,7.54884672280765,2.88960490253127,52656034.70715835,13272454.78532022,266970.2038806264,13586692.354521038,104200124.71201292,2714.18053305846,10299991.3909459,492365.7264190661,77851761.02703865,11062163.776671538,13716881.819983069,238695.49601321743,2000107.07011929,44240724.22270427,47083.934535121865,29366.722426868902,672081.3607878245,58257331.97917954,2789.574436754528,597.6726370700032,149.95149274221598,807.8605751990245,5600552.510317004,6765848.010519301,27657.78320522951,53181.26272912424,0,151.1522778013543,0,0,43138868.20879284,0.0,74.7090796337504,0,0.0,0.0,0,0,74.48356124527204,0.0,0,0.0,0.0,0,0.0,0.1707516073520932,0.0088009121069741,0.0367183119267304,0.0494406097109199,0.4873711853693295,0.0016077725487673,0.0012979317547352,0.0006608009391087,0.0012975480032358,0.0166933083229748,0.0009101402454529,0.01683672122219,0.0073916123640485,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.8537580367604659,0.04400456053487051,0.18359155963365198,0.2472030485545995,2.4368559268466474,0.0080388627438365,0.006489658773676,0.0033040046955435,0.006487740016179,0.083466541614874,0.0045507012272645,0.08418360611095001,0.0369580618202425,1,0.031065633308154483,0,-0.12809798786685256,0,-0.00612003435102737,0,-0.07833342029527612,1,0.08918970998806097,0,-0.1326173642811711,0,-0.1708288393378789,0,-0.14797900006240866,0,-0.18108768420058446,0,-0.16824738618460894,0,-0.1355631173958154,0,-0.19108420923165848,0,-0.16887147178962014
2024-07-08 14:47:46.024000000,48.80559291643909,4.20391808807135,24.98544260317622,17.68107139815526,201.0759606502288,0.75692696005642,0.5083946539449,0.15085699492129,0.49268495319055,7.41363802296305,0.39321037324552,8.26849326664807,3.1520857875579,52688742.76351721,10737806.317354145,487573.364081868,18311525.04261415,105403895.2176701,2584.898656173435,10280162.712358205,645905.9899866729,79543054.7972812,8547089.548774172,20997717.03978956,479927.65988478094,1397712.1847194645,51918682.83269616,47565.96060943887,29961.372153358323,4939027.599463243,58944009.51356036,2508.8722251095105,596.6605364263735,147.53448834780102,675.3751167946064,3611381.390282663,6909725.428156216,28450.667250054696,53613.35392308258,0,152.2110739502044,0,0,43624040.67437886,0.0,74.58256705329669,0,0.0,0.0,0,0,75.29965438635193,0.0,0,0.0,0.0,0,0.0,0.1809535868346369,0.010740892107818,0.0529639579768711,0.0607108197939763,0.6336202359826039,0.0008920661230746,0.0014824986983017,0.0006394988631512,0.0014202277967916,0.0168894190463188,0.0009124105878632,0.0199072041668589,0.008962071133624,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,0.9047679341731845,0.05370446053909,0.2648197898843555,0.3035540989698815,3.168101179913019,0.004460330615373,0.0074124934915085,0.003197494315756,0.007101138983958,0.084447095231594,0.004562052939316,0.0995360208342945,0.04481035566812,1,0.04422653359310302,0,-0.1657991546294475,0,-0.025061906127001987,0,-0.13401794594101546,1,0.08918970998806097,0,-0.15743491454950037,0,-0.10550475115250613,0,-0.18527213330965814,0,-0.1599223178353193,0,-0.1541405889734782,0,-0.13688186218004422,0,-0.18767104019140762,0,-0.18225314198860276
2024-07-08 14:47:51.024000000,57.4973205796253,4.5069852979135305,27.764435405289078,19.712635357735632,229.70914399680763,0.40512491227421,0.48875558929758,0.17186127197048,0.45123561949309,7.01729803206997,0.41313714233841003,8.96785326053547,3.40006633707464,53022126.46370024,10361291.173729118,476092.44586230215,18472638.636405203,139663134.77418184,2042.477745355151,7606794.055812115,651956.1590053984,78714518.7280177,10898733.527696794,27621451.85185185,281705.9547335844,2028953.9283805448,52250529.27400468,46108.26701082671,29258.664632349115,4981435.359095815,77133959.44722214,2042.477745355151,588.8124202619899,148.8994310849374,668.3346024148809,5521091.5451895045,6819527.668845316,29476.415973749958,51957.09959023695,0,146.84161468416147,0,0,43196231.86827576,0.0,73.60155253274874,0,0.0,0.0,0,0,72.97345448066987,0.0,0,0.0,0.0,0,0.0,0.2041382944816396,0.0111877392508259,0.0536098061070177,0.061228891709437,0.6661764666946446,0.001006439844636,0.0015601252778036,0.0007738810152737,0.0016196041452407,0.0181457045466037,0.0010971602493354,0.020553114592263,0.0091467445689827,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,1.020691472408198,0.055938696254129505,0.2680490305350885,0.306144458547185,3.330882333473223,0.00503219922318,0.007800626389018001,0.0038694050763685,0.008098020726203501,0.09072852273301849,0.005485801246677,0.102765572961315,0.0457337228449135,1,0.109347729390601,0,-0.16406630839628122,0,-0.02383619766824996,0,-0.13489219672205927,1,0.08918970998806097,0,-0.16214759631196757,0,-0.07391245463574414,0,-0.11070880458674937,0,-0.08983179703985711,0,-0.13423071917051949,0,-0.14601333201543926,0,-0.17093653609167797,0,-0.18211772908397256
2024-07-08 14:47:56.024000000,58.25775261592271,4.819779872032201,31.19292878418739,22.13452689083641,258.3286926983375,0.41779275984222003,0.49827093863471,0.16787069228257,0.4027285961021,6.96433750807806,0.39633271322318003,9.51347632471288,3.6233302856225302,52250731.66510421,10443736.228185266,505999.7448375161,23418165.289563105,165506564.10358617,2094.2224819224307,5123495.134350036,813374.2607307426,78934977.81979492,8843091.489872413,27532052.04582059,274066.60261407105,1427275.4714288262,51485777.74572728,46084.50906738079,31055.753002715654,5057617.3199398415,76093420.232627,2169.016141991089,520.5519244734932,148.61579768513477,670.2058032143117,5598524.640410643,6797437.231944118,28810.035712343422,52028.4730522898,0,147.23485325041787,0,0,51418446.11285628,0.0,74.36456063907045,0,0.0,0.0,0,0,73.07369810714859,0.0,0,0.0,0.0,0,0.0,0.2099289114508109,0.0127484929940384,0.0698669330456023,0.0726181531882673,0.6971414950642166,0.00109718548706,0.0016129028502078,0.0007380331518686,0.0016755678488693,0.018500293323227,0.0011889564383602,0.023660343180503,0.010523987307607,scenario_A,anomalous,front-end,1000,repetition_1,,,,5.0,1.0496445572540545,0.06374246497019201,0.34933466522801154,0.3630907659413365,3.485707475321083,0.005485927435300001,0.008064514251039,0.003690165759343,0.0083778392443465,0.09250146661613501,0.0059447821918010004,0.118301715902515,0.052619936538035,1,0.13145641923368745,0,-0.1271204533988527,0,-0.08849607911739266,0,-0.11562928871965517,1,0.08918970998806097,0,-0.15565071542766146,0,-0.04701418674086166,0,-0.12005551170948892,0,-0.07588144999286195,0,-0.14255604987221615,0,-0.16321732568024266,0,-0.10209662946814357,0,-0.09073126541092724
