service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_high,0,0,2,1828,0.0,0.0,0.0,0.0
carts-db_energy_Anomaly_high,0,0,3,1827,0.0,0.0,0.0,0.0
catalogue_energy_Anomaly_high,0,0,1,1829,0.0,0.0,0.0,0.0
catalogue-db_energy_Anomaly_high,0,0,2,1828,0.0,0.0,0.0,0.0
front-end_energy_Anomaly_high,0,0,1,1829,0.0,0.0,0.0,0.0
orders_energy_Anomaly_high,0,0,32,1798,0.0,0.0,0.0,0.0
orders-db_energy_Anomaly_high,0,0,119,1711,0.0,0.0,0.0,0.0
payment_energy_Anomaly_high,0,0,2,1828,0.0,0.0,0.0,0.0
queue-master_energy_Anomaly_high,0,0,4,1826,0.0,0.0,0.0,0.0
rabbitmq_energy_Anomaly_high,0,0,112,1718,0.0,0.0,0.0,0.0
shipping_energy_Anomaly_high,0,0,34,1796,0.0,0.0,0.0,0.0
user_energy_Anomaly_high,0,0,2,1828,0.0,0.0,0.0,0.0
user-db_energy_Anomaly_high,0,0,1,1829,0.0,0.0,0.0,0.0
